title,original_title,budget,genre,language,spoken_languages,homepage,overview,popularity,runtime,revenue,release_date,vote_average,vote_count,production_countries,web_url,snippet,source,keywords,pub_date,word_count,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.organization
Cold War,Zimna wojna,4954500,"Drama, Romance, War, Music",pl,"German, Croatian, French, Italian, Polish, Russian",https://www.curzonartificialeye.com/cold-war,"A man and a woman meet in the ruins of post-war Poland. With vastly different backgrounds and temperaments, they are fatally mismatched and yet drawn to each other.",15.394,88,18754051,2018-06-08,7.458,1402,"France, Poland, United Kingdom",https://www.nytimes.com/2018/12/20/movies/cold-war-review.html,"In post-World War II Poland, a singer and a piano player find each other, fall in love and soon end up on opposite sides of history.",The New York Times,"subject: Movies;creative_works: Cold War (Movie);persons: Pawlikowski, Pawel;persons: Kot, Tomasz;persons: Kulesza, Agata;persons: Szyc, Borys;persons: Kulig, Joanna;",2018-12-20T17:09:56+0000,981,‘Cold War’ Review: Love Without Borders,Critic’s Pick,,A Resonating Love Shall Guide You,,,,By Manohla Dargis,
Cold War,寒戰,0,"Action, Thriller",cn,"Cantonese, English",,"Five police officers in Hong Kong are kidnapped. The police commissioner is on a business trip overseas. Two vice commissioners, Sean Rau and M.B. Lee, then take over the case. The two vice commissioners are rivals who both vie for the police commissioner seat. At first, M.B. Lee takes the lead in the case, but comes to a dead end. Sean Lau then takes the lead, but he falls into a trap. Both men are then investigated by the ICAC (Independent Commission Against Corruption).",10.864,102,0,2012-11-08,6.6,149,Hong Kong,https://www.nytimes.com/2018/12/20/movies/cold-war-review.html,"In post-World War II Poland, a singer and a piano player find each other, fall in love and soon end up on opposite sides of history.",The New York Times,"subject: Movies;creative_works: Cold War (Movie);persons: Pawlikowski, Pawel;persons: Kot, Tomasz;persons: Kulesza, Agata;persons: Szyc, Borys;persons: Kulig, Joanna;",2018-12-20T17:09:56+0000,981,‘Cold War’ Review: Love Without Borders,Critic’s Pick,,A Resonating Love Shall Guide You,,,,By Manohla Dargis,
Cold War,Cold War,0,Animation,en,English,,George Geef gets sent home from work to tend to his cold.,2.04,7,0,1951-04-27,6.2,18,,https://www.nytimes.com/2018/12/20/movies/cold-war-review.html,"In post-World War II Poland, a singer and a piano player find each other, fall in love and soon end up on opposite sides of history.",The New York Times,"subject: Movies;creative_works: Cold War (Movie);persons: Pawlikowski, Pawel;persons: Kot, Tomasz;persons: Kulesza, Agata;persons: Szyc, Borys;persons: Kulig, Joanna;",2018-12-20T17:09:56+0000,981,‘Cold War’ Review: Love Without Borders,Critic’s Pick,,A Resonating Love Shall Guide You,,,,By Manohla Dargis,
Cold War,Zero - Cold War,0,,en,English,,"Featuring Jamie Thomas, Chris Cole, John Rattray, James Brockman, Tommy Sandoval, Dane Burman, Tony Cervantes, Ben Hatchell, Tom Karangelov, and Nick Boserio.",1.173,0,0,2013-07-04,7.0,1,,https://www.nytimes.com/2018/12/20/movies/cold-war-review.html,"In post-World War II Poland, a singer and a piano player find each other, fall in love and soon end up on opposite sides of history.",The New York Times,"subject: Movies;creative_works: Cold War (Movie);persons: Pawlikowski, Pawel;persons: Kot, Tomasz;persons: Kulesza, Agata;persons: Szyc, Borys;persons: Kulig, Joanna;",2018-12-20T17:09:56+0000,981,‘Cold War’ Review: Love Without Borders,Critic’s Pick,,A Resonating Love Shall Guide You,,,,By Manohla Dargis,
Cold War,Zero - Cold War,0,Documentary,en,,,"Featuring Jamie Thomas, Chris Cole, John Rattray, James Brockman, Tommy Sandoval, Dane Burman, Tony Cervantes, Ben Hatchell, Tom Karangelov, and Nick Boserio.",1.768,43,0,2013-10-14,7.3,3,,https://www.nytimes.com/2018/12/20/movies/cold-war-review.html,"In post-World War II Poland, a singer and a piano player find each other, fall in love and soon end up on opposite sides of history.",The New York Times,"subject: Movies;creative_works: Cold War (Movie);persons: Pawlikowski, Pawel;persons: Kot, Tomasz;persons: Kulesza, Agata;persons: Szyc, Borys;persons: Kulig, Joanna;",2018-12-20T17:09:56+0000,981,‘Cold War’ Review: Love Without Borders,Critic’s Pick,,A Resonating Love Shall Guide You,,,,By Manohla Dargis,
Cold War,Cold War,0,"Comedy, Romance",en,English,https://www.coldwarthemovie.com,"When a young couple gets the dreaded raccoon flu just days after moving in together, a harmless little cold quickly turns into all-out war.",1.898,96,0,2017-11-19,7.3,10,United States of America,https://www.nytimes.com/2018/12/20/movies/cold-war-review.html,"In post-World War II Poland, a singer and a piano player find each other, fall in love and soon end up on opposite sides of history.",The New York Times,"subject: Movies;creative_works: Cold War (Movie);persons: Pawlikowski, Pawel;persons: Kot, Tomasz;persons: Kulesza, Agata;persons: Szyc, Borys;persons: Kulig, Joanna;",2018-12-20T17:09:56+0000,981,‘Cold War’ Review: Love Without Borders,Critic’s Pick,,A Resonating Love Shall Guide You,,,,By Manohla Dargis,
Cold War,冷戰,0,"Action, Crime, Thriller",cn,Cantonese,,"Since the death of his wife three years ago, Ka Chu has become an assassin for Maria who has feelings for him that he cant reciprocate. On a mission in Seoul to take out Chue Chung, the Taiwanese gangster who controls South East Asia, Ka Chu realises that over these three years hes systematically taken out almost the whole of Chungs generation, leaving his younger brother Yung to take control. Realising that hes the next target with Marias finger on the trigger, an injured Ka Chu goes on the run with Kinko, a Korean woman he rescues from Chungs sexual advances, pursued by Yung and rogue Seoul policeman Wu.",2.744,91,0,2000-06-17,2.0,2,Hong Kong,https://www.nytimes.com/2018/12/20/movies/cold-war-review.html,"In post-World War II Poland, a singer and a piano player find each other, fall in love and soon end up on opposite sides of history.",The New York Times,"subject: Movies;creative_works: Cold War (Movie);persons: Pawlikowski, Pawel;persons: Kot, Tomasz;persons: Kulesza, Agata;persons: Szyc, Borys;persons: Kulig, Joanna;",2018-12-20T17:09:56+0000,981,‘Cold War’ Review: Love Without Borders,Critic’s Pick,,A Resonating Love Shall Guide You,,,,By Manohla Dargis,
If Beale Street Could Talk,If Beale Street Could Talk,12000000,"Romance, Drama",en,English,http://www.bealestreet.movie,"After her fiance is falsely imprisoned, a pregnant African-American woman sets out to clear his name and prove his innocence.",13.699,120,20572691,2018-12-14,6.957,1066,United States of America,https://www.nytimes.com/2018/12/12/movies/if-beale-street-could-talk-review.html,"The couple in this adaptation of James Baldwin’s novel are loving while black, an existential truth that is turned into a nightmare.",The New York Times,"subject: Movies;creative_works: If Beale Street Could Talk (Movie);persons: Jenkins, Barry;persons: Baldwin, James (1924-87);persons: James, Stephan (1993- );persons: Layne, KiKi;persons: Wittrock, Finn;",2018-12-12T21:30:02+0000,1057,‘If Beale Street Could Talk’ Review: Trusting Love in a World Ruled by Hate,Critic’s Pick,,Love Is Forced to Live in a Nightmare,,,,By Manohla Dargis,
Asher,Asher,0,"Thriller, Action, Drama",en,English,,"Asher is a former Mossad agent turned gun for hire, living an austere life in an ever-changing Brooklyn. Approaching the end of his career, he breaks the oath he took as a young man when he meets Sophie on a hit gone wrong. In order to have love in his life before it's too late, he must kill the man he was, for a chance at becoming the man he wants to be.",15.263,117,0,2018-12-07,5.784,134,United States of America,https://www.nytimes.com/2018/12/06/movies/asher-review.html,Ron Perlman and Famke Janssen star in this film that finds a hired killer dealing with his own mortality.,The New York Times,"subject: Movies;creative_works: Asher (Movie);persons: Caton-Jones, Michael;persons: Perlman, Ron;persons: Janssen, Famke;",2018-12-06T12:00:04+0000,259,‘Asher’ Review: An Aging Hit Man Finds Love,,,Asher,,,,By Glenn Kenny,
Asher,Asher,0,Drama,tl,,,Asher is seen being mauled by his straight boyfriend and is forced to do things against Asher's will. How could he survive a miserable life?,0.6,8,0,2023-09-14,0.0,0,Philippines,https://www.nytimes.com/2018/12/06/movies/asher-review.html,Ron Perlman and Famke Janssen star in this film that finds a hired killer dealing with his own mortality.,The New York Times,"subject: Movies;creative_works: Asher (Movie);persons: Caton-Jones, Michael;persons: Perlman, Ron;persons: Janssen, Famke;",2018-12-06T12:00:04+0000,259,‘Asher’ Review: An Aging Hit Man Finds Love,,,Asher,,,,By Glenn Kenny,
The Great Pretender,The Great Pretender,0,"Drama, TV Movie",en,English,,"A newspaper reporter, who has just won a trial against his newspaper which had fired him, suffers dangerous reprisals at his work.",0.906,93,0,1991-04-14,1.0,1,United States of America,https://www.nytimes.com/2018/12/06/movies/the-great-pretender-review.html,"In Nathan Silver’s new film, American bros break the hearts of beautiful Frenchwomen. Realism or wishful thinking?",The New York Times,"subject: Movies;creative_works: The Great Pretender (Movie);persons: Silver, Nathan (Film Director);persons: Garrel, Esther;",2018-12-06T12:00:01+0000,317,‘The Great Pretender’ Review: Tedious Love Affairs in Artsy Brooklyn,,,The Great Pretender,,,,By Glenn Kenny,
The Great Pretender,The Great Pretender,0,"Drama, Comedy, Romance",en,"English, French",,"The lives of a French theater director, her ex-boyfriend, and the two actors playing them intersect dramatically.",1.756,71,0,2018-04-21,5.2,5,United States of America,https://www.nytimes.com/2018/12/06/movies/the-great-pretender-review.html,"In Nathan Silver’s new film, American bros break the hearts of beautiful Frenchwomen. Realism or wishful thinking?",The New York Times,"subject: Movies;creative_works: The Great Pretender (Movie);persons: Silver, Nathan (Film Director);persons: Garrel, Esther;",2018-12-06T12:00:01+0000,317,‘The Great Pretender’ Review: Tedious Love Affairs in Artsy Brooklyn,,,The Great Pretender,,,,By Glenn Kenny,
The Great Pretender,The Great Pretender,0,"Comedy, Drama",en,,https://vimeo.com/ondemand/zackpretender,"""The Great Pretender"" is Oberzan's latest filmic performance hybrid, combining a feature film, live theater, and live reconstructions of Elvis Presley concerts.",0.6,96,0,2017-12-25,0.0,0,,https://www.nytimes.com/2018/12/06/movies/the-great-pretender-review.html,"In Nathan Silver’s new film, American bros break the hearts of beautiful Frenchwomen. Realism or wishful thinking?",The New York Times,"subject: Movies;creative_works: The Great Pretender (Movie);persons: Silver, Nathan (Film Director);persons: Garrel, Esther;",2018-12-06T12:00:01+0000,317,‘The Great Pretender’ Review: Tedious Love Affairs in Artsy Brooklyn,,,The Great Pretender,,,,By Glenn Kenny,
Sicilian Ghost Story,Sicilian Ghost Story,0,"Mystery, Drama, Fantasy",it,Italian,,"In a little Sicilian village at the edge of a forest, Giuseppe, a boy of 13, vanishes. Luna, his classmate who loves him, refuses to accept his mysterious disappearance. She rebels against the silence and complicity that surround her, and to find him she descends into the dark world which has swallowed him up and which has a lake as its mysterious entrance.",5.178,122,0,2017-11-18,6.6,135,"France, Italy, Switzerland",https://www.nytimes.com/2018/11/29/movies/sicilian-ghost-story-review.html,"Flipping from bucolic to brutal with distressing ease, this beautifully realized movie views a Mafia kidnapping through the prism of first love.",The New York Times,"subject: Movies;creative_works: Sicilian Ghost Story (Movie);persons: Grassadonia, Fabio;persons: Piazza, Antonio;",2018-11-29T12:00:06+0000,258,‘Sicilian Ghost Story’ Review: Fairy-Tale Love Meets Real-Life Crime,Critic’s Pick,,Love in an Enchanted Forest Turns Eerie,,,,By Jeannette Catsoulis,
The New Romantic,The New Romantic,0,"Drama, Comedy",en,English,,"In order to escape her looming post-graduation fate that includes student debt and zero romantic prospects, Blake Conway becomes a sugar baby. As the aspiring journalist and hopeless romantic documents the adventure, she sets out on a quest to figure out if society is right to judge these women and if her own self worth comes with a price.",10.049,82,0,2018-10-19,6.264,106,Canada,https://www.nytimes.com/2018/11/08/movies/the-new-romantic-review.html,A college newspaper columnist writes about her experiences trading gifts for sex in a film that squanders its good will.,The New York Times,"subject: Movies;creative_works: The New Romantic (Movie);persons: Barden, Jessica (1992- );persons: Stone, Carly (Film Director);",2018-11-08T12:05:01+0000,269,‘The New Romantic’ Review: Experiments With Love and Money,,,The New Romantic,,,,By Teo Bugbee,
Pimp,Pimp,0,Drama,en,English,,"An urban love story set on the hard streets of the Bronx. A struggling female pimp, named Wednesday, grows up learning the game from her dad. Once he's gone she's left to look out for her prostitute mother and girlfriend Nikki.",8.508,86,0,2018-11-09,6.6,27,United States of America,https://www.nytimes.com/2018/11/08/movies/pimp-review.html,This lurid melodrama follows a female pimp (Keke Palmer) and her girlfriend-prostitute.,The New York Times,"subject: Movies;persons: Palmer, Keke;persons: Gathegi, Edi;persons: Crokos, Christine;creative_works: Pimp (Movie);",2018-11-08T12:00:01+0000,270,‘Pimp’ Review: Blaxploitation and Lesbian Love,,,Pimp,,,,By Jeannette Catsoulis,
Pimp,Pimp,0,Thriller,en,English,,"A week in the life of Woody; a Soho pimp, as seen through the eyes of concealed documentary cameras: A week which spirals brutally out of control.",3.938,91,0,2010-05-21,5.0,15,United Kingdom,https://www.nytimes.com/2018/11/08/movies/pimp-review.html,This lurid melodrama follows a female pimp (Keke Palmer) and her girlfriend-prostitute.,The New York Times,"subject: Movies;persons: Palmer, Keke;persons: Gathegi, Edi;persons: Crokos, Christine;creative_works: Pimp (Movie);",2018-11-08T12:00:01+0000,270,‘Pimp’ Review: Blaxploitation and Lesbian Love,,,Pimp,,,,By Jeannette Catsoulis,
In a Relationship,In a Relationship,0,"Drama, Comedy, Romance",en,English,,"Long-term couple Owen and Hallie are breaking up—or maybe not?—and just as their relationship reaches a turning point, Matt and Willa embark on a romance of their own.",14.855,92,0,2018-11-09,5.909,99,"Mexico, United States of America",https://www.nytimes.com/2018/11/08/movies/in-a-relationship-review.html,"Sam Boyd’s gentle, loose-limbed romantic comedy wins no prizes for originality.",The New York Times,"subject: Movies;persons: Roberts, Emma (1991- );persons: Angarano, Michael;persons: Hemingway, Dree (1987- );creative_works: In a Relationship (Movie);persons: Boyd, Sam (Film Director);",2018-11-08T12:00:01+0000,253,‘In a Relationship’ Review: Two Couples at Opposite Stages of Love,,,In a Relationship,,,,By Jeannette Catsoulis,
In a Relationship,In a Relationship,0,"Drama, Comedy",en,English,,"In a Relationship is a spirited yet achingly tender look at modern love. Shot mockumentary style, this short film follows two young couples in opposite stages of romance: Matt and Willa, who have been hooking up for six days, and Owen and Abby, who are trying in vain to breathe new life into a five year relationship that is growing stale. It's an exploration of the grey areas of contemporary dating and how much we keep from the people we're closest to.",1.704,20,0,2015-01-21,8.2,5,,https://www.nytimes.com/2018/11/08/movies/in-a-relationship-review.html,"Sam Boyd’s gentle, loose-limbed romantic comedy wins no prizes for originality.",The New York Times,"subject: Movies;persons: Roberts, Emma (1991- );persons: Angarano, Michael;persons: Hemingway, Dree (1987- );creative_works: In a Relationship (Movie);persons: Boyd, Sam (Film Director);",2018-11-08T12:00:01+0000,253,‘In a Relationship’ Review: Two Couples at Opposite Stages of Love,,,In a Relationship,,,,By Jeannette Catsoulis,
How to Talk to Girls at Parties,How to Talk to Girls at Parties,0,"Comedy, Music, Romance, Science Fiction",en,English,https://a24films.com/films/how-to-talk-to-girls-at-parties,"In 1970s London, a teenage outsider named Enn falls in love with a rebellious alien girl named Zan, who has come to Earth for a party. Together, they navigate the complexities of intergalactic culture and the trials of first love.",14.457,103,0,2017-10-06,6.0,354,"United Kingdom, United States of America",https://www.nytimes.com/2018/05/24/movies/how-to-talk-to-girls-at-parties-review.html,John Cameron Mitchell’s loony romantic comedy encourages young love to bloom in the soil of an alien visitation.,The New York Times,"subject: Movies;creative_works: How to Talk to Girls at Parties (Movie);persons: Mitchell, John Cameron;persons: Fanning, Elle;persons: Sharp, Alexander;",2018-05-24T11:00:01+0000,458,Review: An Alien Teaches a Teenage Punk ‘How to Talk to Girls at Parties’,,,Otherworldly Love in a Punk-Rock World,,,,By Jeannette Catsoulis,
Godard Mon Amour,Le Redoutable,12840746,"Drama, Romance, Comedy",fr,"Czech, French, English, Italian",,"In 1967, during the making of “La Chinoise,” film director Jean-Luc Godard falls in love with 19-year-old actress Anne Wiazemsky and marries her.",16.383,108,82264,2017-06-24,6.67,333,"Myanmar, France",https://www.nytimes.com/2018/04/18/movies/godard-mon-amour-review.html,A portrait of a filmmaker in crisis that might have worked better as a comedy sketch.,The New York Times,"subject: Movies;creative_works: Godard Mon Amour (Movie);persons: Hazanavicius, Michel;persons: Godard, Jean-Luc;persons: Wiazemsky, Anne;persons: Garrel, Louis;",2018-04-18T23:02:46+0000,937,"Review: If You Love Godard, You’ll Hate-Watch ‘Godard Mon Amour’",,,"A Portrait and, for Some, a Hate-Watch",,,,By A.O. Scott,
Outside In,Outside In,0,Drama,en,English,,An ex-con struggling to readjust to life in his small town forms an intense bond with his former high-school teacher.,7.162,109,0,2018-03-30,6.2,89,United States of America,https://www.nytimes.com/2018/03/29/movies/outside-in-review-jay-duplass-edie-falco.html,Edie Falco and Jay Duplass connect romantically in this life-after-prison drama that prioritizes patience and pragmatism over passion.,The New York Times,"subject: Movies;creative_works: Outside In (Movie);persons: Shelton, Lynn;persons: Duplass, Jay;persons: Falco, Edie;persons: Dever, Kaitlyn;",2018-03-29T11:00:01+0000,422,Review: On Parole and in Love in ‘Outside In’,,,On Parole and in Love,,,,By Jeannette Catsoulis,
Outside In,Outside In,0,Drama,en,,,A man who moves to Canada to escape the draft returns to the United States for his father's funeral.,0.914,90,0,1972-01-01,0.0,0,,https://www.nytimes.com/2018/03/29/movies/outside-in-review-jay-duplass-edie-falco.html,Edie Falco and Jay Duplass connect romantically in this life-after-prison drama that prioritizes patience and pragmatism over passion.,The New York Times,"subject: Movies;creative_works: Outside In (Movie);persons: Shelton, Lynn;persons: Duplass, Jay;persons: Falco, Edie;persons: Dever, Kaitlyn;",2018-03-29T11:00:01+0000,422,Review: On Parole and in Love in ‘Outside In’,,,On Parole and in Love,,,,By Jeannette Catsoulis,
Outside In,Outside In,0,,en,,,"A personal diary of an eerily empty and haunting metropolis captured while running through city streets, embalmed in a state of suspended animation.",1.4,0,0,2023-08-01,0.0,0,,https://www.nytimes.com/2018/03/29/movies/outside-in-review-jay-duplass-edie-falco.html,Edie Falco and Jay Duplass connect romantically in this life-after-prison drama that prioritizes patience and pragmatism over passion.,The New York Times,"subject: Movies;creative_works: Outside In (Movie);persons: Shelton, Lynn;persons: Duplass, Jay;persons: Falco, Edie;persons: Dever, Kaitlyn;",2018-03-29T11:00:01+0000,422,Review: On Parole and in Love in ‘Outside In’,,,On Parole and in Love,,,,By Jeannette Catsoulis,
Outside In,Outside In,0,"Animation, Documentary, Family",en,English,http://www.geom.uiuc.edu/docs/outreach/oi/,"The computer animation Outside In explains the amazing discovery, made by Steve Smale in 1957, that a sphere can be turned inside out by means of smooth motions and self-intersections. Through a combination of dialogue and exposition accessible to anyone who has some interest in mathematics, Outside In builds up to the grand finale: Bill Thurston's ""corrugations"" method of turning the sphere inside out.",0.62,22,0,1995-05-15,8.0,1,United States of America,https://www.nytimes.com/2018/03/29/movies/outside-in-review-jay-duplass-edie-falco.html,Edie Falco and Jay Duplass connect romantically in this life-after-prison drama that prioritizes patience and pragmatism over passion.,The New York Times,"subject: Movies;creative_works: Outside In (Movie);persons: Shelton, Lynn;persons: Duplass, Jay;persons: Falco, Edie;persons: Dever, Kaitlyn;",2018-03-29T11:00:01+0000,422,Review: On Parole and in Love in ‘Outside In’,,,On Parole and in Love,,,,By Jeannette Catsoulis,
Outside In,Outside In,0,Documentary,es,No Language,,"Shot using a long zoom lens, Nourizadeh uses windows as the literal frame, guiding the audience into the characters’ lives while making use of the “off-screen”, giving viewers space to impose their own narratives.",0.642,13,0,2020-11-18,6.0,1,United States of America,https://www.nytimes.com/2018/03/29/movies/outside-in-review-jay-duplass-edie-falco.html,Edie Falco and Jay Duplass connect romantically in this life-after-prison drama that prioritizes patience and pragmatism over passion.,The New York Times,"subject: Movies;creative_works: Outside In (Movie);persons: Shelton, Lynn;persons: Duplass, Jay;persons: Falco, Edie;persons: Dever, Kaitlyn;",2018-03-29T11:00:01+0000,422,Review: On Parole and in Love in ‘Outside In’,,,On Parole and in Love,,,,By Jeannette Catsoulis,
Outside In,Outside In,0,,en,,http://www.geom.uiuc.edu/docs/outreach/oi/,Outside In is award-winning sphere movie.,0.6,22,0,,0.0,0,,https://www.nytimes.com/2018/03/29/movies/outside-in-review-jay-duplass-edie-falco.html,Edie Falco and Jay Duplass connect romantically in this life-after-prison drama that prioritizes patience and pragmatism over passion.,The New York Times,"subject: Movies;creative_works: Outside In (Movie);persons: Shelton, Lynn;persons: Duplass, Jay;persons: Falco, Edie;persons: Dever, Kaitlyn;",2018-03-29T11:00:01+0000,422,Review: On Parole and in Love in ‘Outside In’,,,On Parole and in Love,,,,By Jeannette Catsoulis,
Outside In,Outside In,0,Documentary,en,,,"Outside In examines the hard science behind a movement of healthy home design called biophilia, which suggests that building healthier homes can affect positive changes in our blood pressure, heart rate and stress hormones.",0.6,40,0,,0.0,0,Canada,https://www.nytimes.com/2018/03/29/movies/outside-in-review-jay-duplass-edie-falco.html,Edie Falco and Jay Duplass connect romantically in this life-after-prison drama that prioritizes patience and pragmatism over passion.,The New York Times,"subject: Movies;creative_works: Outside In (Movie);persons: Shelton, Lynn;persons: Duplass, Jay;persons: Falco, Edie;persons: Dever, Kaitlyn;",2018-03-29T11:00:01+0000,422,Review: On Parole and in Love in ‘Outside In’,,,On Parole and in Love,,,,By Jeannette Catsoulis,
Outside In,Outside In,0,,en,,,an interior/exterior domestic meditation.,0.6,9,0,1995-08-01,0.0,0,,https://www.nytimes.com/2018/03/29/movies/outside-in-review-jay-duplass-edie-falco.html,Edie Falco and Jay Duplass connect romantically in this life-after-prison drama that prioritizes patience and pragmatism over passion.,The New York Times,"subject: Movies;creative_works: Outside In (Movie);persons: Shelton, Lynn;persons: Duplass, Jay;persons: Falco, Edie;persons: Dever, Kaitlyn;",2018-03-29T11:00:01+0000,422,Review: On Parole and in Love in ‘Outside In’,,,On Parole and in Love,,,,By Jeannette Catsoulis,
Outside In,Outside In,0,,en,,,A personal film by experimental director Stephen Dwoskin.,1.34,115,0,1981-01-01,0.0,0,"Germany, United Kingdom",https://www.nytimes.com/2018/03/29/movies/outside-in-review-jay-duplass-edie-falco.html,Edie Falco and Jay Duplass connect romantically in this life-after-prison drama that prioritizes patience and pragmatism over passion.,The New York Times,"subject: Movies;creative_works: Outside In (Movie);persons: Shelton, Lynn;persons: Duplass, Jay;persons: Falco, Edie;persons: Dever, Kaitlyn;",2018-03-29T11:00:01+0000,422,Review: On Parole and in Love in ‘Outside In’,,,On Parole and in Love,,,,By Jeannette Catsoulis,
The Party,The Party,1500000,Comedy,en,English,,"Hrundi V. Bakshi, an accident-prone actor from India, is accidentally put on the guest list for an upcoming party at the home of a Hollywood film producer. Unfortunately, from the moment he arrives, one thing after another goes wrong with compounding effect.",16.552,99,2900000,1968-04-04,7.29,706,United States of America,https://www.nytimes.com/2018/02/15/movies/the-party-review-timothy-spall-kristin-scott-thomas.html,Sally Potter directs a very fine cast in a would-be comedy about a calamitously bad evening.,The New York Times,"subject: Movies;creative_works: The Party (Movie);persons: Potter, Sally;persons: Spall, Timothy;persons: Scott Thomas, Kristin;",2018-02-15T12:00:25+0000,598,Review: A London Night Goes Wrong in ‘The Party’,,,"  Invite Company. Because After All, Misery Loves It.",,,,By Manohla Dargis,
The Party,The Party,0,"Comedy, Drama",en,English,,"Various individuals think they’re coming together for a party in a private home, but a series of revelations results in a huge crisis that throws their belief systems – and their values – into total disarray.",11.938,71,3300000,2017-07-27,6.347,493,"Denmark, United Kingdom",https://www.nytimes.com/2018/02/15/movies/the-party-review-timothy-spall-kristin-scott-thomas.html,Sally Potter directs a very fine cast in a would-be comedy about a calamitously bad evening.,The New York Times,"subject: Movies;creative_works: The Party (Movie);persons: Potter, Sally;persons: Spall, Timothy;persons: Scott Thomas, Kristin;",2018-02-15T12:00:25+0000,598,Review: A London Night Goes Wrong in ‘The Party’,,,"  Invite Company. Because After All, Misery Loves It.",,,,By Manohla Dargis,
The Party,The Party,0,Horror,en,English,,"When a charming stranger invites her to a party, a shy woman's fear of socializing turns into real terror.",0.6,9,0,2019-06-16,6.8,4,United States of America,https://www.nytimes.com/2018/02/15/movies/the-party-review-timothy-spall-kristin-scott-thomas.html,Sally Potter directs a very fine cast in a would-be comedy about a calamitously bad evening.,The New York Times,"subject: Movies;creative_works: The Party (Movie);persons: Potter, Sally;persons: Spall, Timothy;persons: Scott Thomas, Kristin;",2018-02-15T12:00:25+0000,598,Review: A London Night Goes Wrong in ‘The Party’,,,"  Invite Company. Because After All, Misery Loves It.",,,,By Manohla Dargis,
The Party,The Party,0,,en,,,"A ""home movie"" by Robert Altman shot at his house in Mandeville Canyon.",2.075,3,0,1963-12-31,0.0,0,,https://www.nytimes.com/2018/02/15/movies/the-party-review-timothy-spall-kristin-scott-thomas.html,Sally Potter directs a very fine cast in a would-be comedy about a calamitously bad evening.,The New York Times,"subject: Movies;creative_works: The Party (Movie);persons: Potter, Sally;persons: Spall, Timothy;persons: Scott Thomas, Kristin;",2018-02-15T12:00:25+0000,598,Review: A London Night Goes Wrong in ‘The Party’,,,"  Invite Company. Because After All, Misery Loves It.",,,,By Manohla Dargis,
The Party,The Party,0,,en,,,"Disillusioned roommates, Andrew and Karlie, decide to throw a party to escape the stress of their everyday lives. The beer is flowing, the music is pumping, and everyone turns to their social media to record the event, but when Andrew's conservative Midwestern parents show up unexpectedly, they must pretend it's an all-night Bible study group. The Party is a heartwarming coming of age comedy.",0.6,26,0,2017-11-06,0.0,0,,https://www.nytimes.com/2018/02/15/movies/the-party-review-timothy-spall-kristin-scott-thomas.html,Sally Potter directs a very fine cast in a would-be comedy about a calamitously bad evening.,The New York Times,"subject: Movies;creative_works: The Party (Movie);persons: Potter, Sally;persons: Spall, Timothy;persons: Scott Thomas, Kristin;",2018-02-15T12:00:25+0000,598,Review: A London Night Goes Wrong in ‘The Party’,,,"  Invite Company. Because After All, Misery Loves It.",,,,By Manohla Dargis,
The Party,The Party,0,Drama,en,,,A group of art-school students hold a party.,0.6,15,0,1962-10-02,0.0,0,,https://www.nytimes.com/2018/02/15/movies/the-party-review-timothy-spall-kristin-scott-thomas.html,Sally Potter directs a very fine cast in a would-be comedy about a calamitously bad evening.,The New York Times,"subject: Movies;creative_works: The Party (Movie);persons: Potter, Sally;persons: Spall, Timothy;persons: Scott Thomas, Kristin;",2018-02-15T12:00:25+0000,598,Review: A London Night Goes Wrong in ‘The Party’,,,"  Invite Company. Because After All, Misery Loves It.",,,,By Manohla Dargis,
The Party,The Party,10,"Drama, Comedy",en,English,,A middle-aged couple are on their way to a party when they pick up a teenage schoolgirl who claims she has just been attacked. They take her to what they think is her home but it turns out to be a party for serial killers. The girl lured them there as part of her initiation. But the couple are not what they seem either . . .,0.6,13,0,2021-03-03,0.0,0,,https://www.nytimes.com/2018/02/15/movies/the-party-review-timothy-spall-kristin-scott-thomas.html,Sally Potter directs a very fine cast in a would-be comedy about a calamitously bad evening.,The New York Times,"subject: Movies;creative_works: The Party (Movie);persons: Potter, Sally;persons: Spall, Timothy;persons: Scott Thomas, Kristin;",2018-02-15T12:00:25+0000,598,Review: A London Night Goes Wrong in ‘The Party’,,,"  Invite Company. Because After All, Misery Loves It.",,,,By Manohla Dargis,
The Party,The Party,0,Drama,en,English,,"Belfast 1972. Laurence welcomes his cousin and man-on-the-run Mickey to a party of drinking, dancing, and young love. By morning, reality catches up with them.",0.917,15,0,2016-06-01,7.0,1,"Ireland, United Kingdom",https://www.nytimes.com/2018/02/15/movies/the-party-review-timothy-spall-kristin-scott-thomas.html,Sally Potter directs a very fine cast in a would-be comedy about a calamitously bad evening.,The New York Times,"subject: Movies;creative_works: The Party (Movie);persons: Potter, Sally;persons: Spall, Timothy;persons: Scott Thomas, Kristin;",2018-02-15T12:00:25+0000,598,Review: A London Night Goes Wrong in ‘The Party’,,,"  Invite Company. Because After All, Misery Loves It.",,,,By Manohla Dargis,
